playerid;playerfullname;playerusename;positionabbrev;position;primarypositionabbrev
114441;Owen Friend;Owen;NULL;NULL;2B
123127;Chink Taylor;Chink;LF;Outfielder;OF
455088;Blake DeWitt;Blake;NULL;NULL;2B
111603;Byron Browne;Byron;RF;Outfielder;LF
123572;John Upham;John;NULL;NULL;P
121071;Steve Renko;Steve;P;Pitcher;P
474865;Julio Borbon;Julio;NULL;NULL;CF
502133;Adrian Cardenas;Adrian;NULL;NULL;2B
118471;Derrick May;Derrick;LF;Outfielder;LF
123937;Lon Warneke;Lon;P;Pitcher;P
435044;Scott Baker;Scott;P;Pitcher;P
114861;Jim Gleeson;Jim;CF;Outfielder;RF
121270;Kevin Roberson;Kevin;RF;Outfielder;RF
543698;Donn Roach;Donn;P;Pitcher;P
123714;Tom Veryzer;Tom;SS;Shortstop;SS
114504;Len Gabrielson;Len;RF;Outfielder;LF
621020;Dansby Swanson;Dansby;SS;Shortstop;SS
111471;Jim Brillheart;Jim;P;Pitcher;P
115049;George Grantham;George;3B;Third Base;2B
112024;Bob Carpenter;Bob;P;Pitcher;P
116343;Walt Huntzinger;Walt;P;Pitcher;P
111206;Zeke Bonura;Zeke;1B;First Base;1B
120316;Ted Pawelek;Ted;C;Catcher;C
118551;Jack McCarthy;Jack;LF;Outfielder;LF
124560;Gary Woods;Gary;LF;Outfielder;CF
121500;Jack Rowan;Jack;P;Pitcher;P
276512;Mario Encarnacion;Mario;LF;Outfielder;LF
122233;Charles Silvera;Charles;C;Catcher;C
682634;Kevin Alcantara;Kevin;RF;Outfielder;RF
121581;Dick Ruthven;Dick;P;Pitcher;P
117518;Al Lary;Al;NULL;NULL;P
488776;Jaye Chapman;Jaye;P;Pitcher;P
132720;Paul Bako;Paul;C;Catcher;C
119887;Mike O'Berry;Mike;C;Catcher;C
571804;Brett Jackson;Brett;CF;Outfielder;CF
435080;Thomas Diamond;Thomas;P;Pitcher;P
656730;Trevor Megill;Trevor;P;Pitcher;P
407908;Joel Peralta;Joel;P;Pitcher;P
118115;Clarence Maddern;Clarence;LF;Outfielder;LF
118297;Gonzalo Marquez;Gonzalo;1B;First Base;1B
117045;Pete Kilduff;Pete;SS;Shortstop;2B
592716;Adrian Sampson;Adrian;P;Pitcher;P
116403;Monte Irvin;Monte;LF;Outfielder;LF
113652;Kid Durbin;Kid;P;Pitcher;CF
113098;Brock Davis;Brock;NULL;NULL;CF
663845;Alfonso Rivas III;Alfonso;1B;First Base;1B
543148;Tim Federowicz;Tim;C;Catcher;C
110065;Mike Adams;Mike;LF;Outfielder;LF
121992;Dick Selma;Dick;P;Pitcher;P
117306;Mickey Kreitner;Mickey;C;Catcher;C
122241;Curt Simmons;Curt;P;Pitcher;P
111778;Ellis Burton;Ellis;CF;Outfielder;CF
114985;Johnny Goryl;Johnny;3B;Third Base;2B
112452;Hy Cohen;Hy;P;Pitcher;P
116852;Eric Karros;Eric;1B;First Base;1B
115719;Al Heist;Al;CF;Outfielder;CF
116038;Solly Hofman;Solly;2B;Second Base;CF
118806;Larry McLean;Larry;C;Catcher;C
116469;Art Jahn;Art;LF;Outfielder;LF
120123;Dave Otto;Dave;P;Pitcher;P
114989;Rich Gossage;Rich;P;Pitcher;P
641684;Michael Hermosillo;Michael;NULL;NULL;CF
123708;Randy Veres;Randy;P;Pitcher;P
112931;Ray Culp;Ray;P;Pitcher;P
114702;Charles George;Charles;C;Catcher;C
110757;Clyde Beck;Clyde;3B;Third Base;3B
121260;Mel Roach;Mel;NULL;NULL;2B
116727;Sheldon Jones;Sheldon;P;Pitcher;P
111055;Clarence Blair;Clarence;3B;Third Base;2B
606019;Esteban Quiroz;Esteban;2B;Second Base;3B
490063;Matt Garza;Matt;P;Pitcher;P
121841;Johnny Schmitz;Johnny;P;Pitcher;P
122954;John Sullivan;John;LF;Outfielder;OF
111830;John Buzhardt;John;P;Pitcher;P
117310;Jim Kremmel;Jim;P;Pitcher;P
115629;LaTroy Hawkins;LaTroy;P;Pitcher;P
115481;Dick Harley;Dick;RF;Outfielder;LF
118163;Pat Mahomes;Pat;P;Pitcher;P
112925;Dick Culler;Dick;SS;Shortstop;SS
119293;Earl Moore;Earl;P;Pitcher;P
118385;Joe Marty;Joe;CF;Outfielder;CF
121167;Elwood Richie;Elwood;P;Pitcher;P
110995;Steve Bilko;Steve;1B;First Base;1B
123090;Kevin Tapani;Kevin;P;Pitcher;P
115903;Kirby Higbe;Kirby;P;Pitcher;P
110634;John Barry;John;1B;First Base;RF
114036;Bill Faul;Bill;P;Pitcher;P
122361;Charlie Smith;Charlie;P;Pitcher;P
123842;Todd Walker;Todd;2B;Second Base;2B
434636;Angel Pagan;Ăngel;CF;Outfielder;CF
121890;Joe Schultz;Joe;2B;Second Base;RF
124771;Heinie Zimmerman;Heinie;2B;Second Base;3B
150438;Rodrigo Lopez;Rodrigo;P;Pitcher;P
123392;Ron Tompkins;Ron;P;Pitcher;P
122590;Rob Sperring;Rob;3B;Third Base;2B
121567;Jack Russell;Jack;P;Pitcher;P
493117;Kyuji Fujikawa;Kyuji;P;Pitcher;P
430917;Mike Fontenot;Mike;2B;Second Base;2B
425487;Todd Wellemeyer;Todd;P;Pitcher;P
493157;Koji Uehara;Koji;P;Pitcher;P
116207;Del Howard;Del;1B;First Base;1B
112721;Dick Cotter;Dick;C;Catcher;C
111682;Scott Bullett;Scott;NULL;NULL;LF
407155;Craig Monroe;Craig;RF;Outfielder;LF
110552;Turner Barber;Turner;LF;Outfielder;LF
542923;Dallas Beeler;Dallas;P;Pitcher;P
110840;Mark Bellhorn;Mark;2B;Second Base;2B
118660;Chuck McElroy;Chuck;P;Pitcher;P
117364;Jeff Kunkel;Jeff;NULL;NULL;SS
111415;Danny Breeden;Danny;C;Catcher;C
136725;Matt Clement;Matt;P;Pitcher;P
407781;Marlon Byrd;Marlon;CF;Outfielder;CF
122779;Jimmy Stewart;Jimmy;SS;Shortstop;LF
450314;Ben Zobrist;Ben;2B;Second Base;2B
488984;Tommy Hunter;Tommy;P;Pitcher;P
114189;Howard Fitzgerald;Howard;RF;Outfielder;LF
117055;Bill Killefer;Bill;C;Catcher;C
121945;Dick Scott;Dick;P;Pitcher;P
118958;Orlando Merced;Orlando;NULL;NULL;RF
121459;Dave Rosello;Dave;NULL;NULL;2B
110934;Joe Berry;Joe;P;Pitcher;P
122398;Greg Smith;Greg;2B;Second Base;2B
118352;Stu Martin;Stu;2B;Second Base;2B
542914;Anthony Bass;Anthony;P;Pitcher;P
519333;Matt Szczur;Matt;RF;Outfielder;LF
449079;Wesley Wright;Wesley;P;Pitcher;P
122666;Eddie Stanky;Eddie;2B;Second Base;2B
120872;Dave Rader;Dave;C;Catcher;C
116370;Herb Hutson;Herb;P;Pitcher;P
116426;Darrin Jackson;Darrin;CF;Outfielder;CF
425542;Koyie Hill;Koyie;C;Catcher;C
115680;Bill Heath;Bill;NULL;NULL;C
123261;Red Thomas;Red;CF;Outfielder;OF
112199;Harry Chapman;Harry;C;Catcher;C
113539;Moe Drabowsky;Moe;P;Pitcher;P
115638;Jack Hayden;Jack;RF;Outfielder;RF
663538;Nico Hoerner;Nico;2B;Second Base;2B
117764;Gene Lillard;Gene;SS;Shortstop;P
117044;Brooks Kieschnick;Brooks;NULL;NULL;P
120413;Neifi Perez;Neifi;SS;Shortstop;SS
115007;Mark Grace;Mark;1B;First Base;1B
543894;Logan Watkins;Logan;NULL;NULL;2B
115882;Jack Hiatt;Jack;C;Catcher;C
656364;Greg Deichmann;Greg;RF;Outfielder;OF
110533;Ernie Banks;Ernie;1B;First Base;1B
472490;Jae Kuk Ryu;Jae Kuk;P;Pitcher;P
111132;John Boccabella;John;C;Catcher;C
502273;Mike Freeman;Mike;2B;Second Base;SS
110221;Vicente Amor;Vicente;P;Pitcher;P
120045;Rey Ordonez;Rey;SS;Shortstop;SS
121995;Mike Sember;Mike;NULL;NULL;3B
489232;Anthony Recker;Anthony;C;Catcher;C
445156;Sean Marshall;Sean;P;Pitcher;P
114034;Darcy Fast;Darcy;P;Pitcher;P
115835;Chico Herdez;Chico;C;Catcher;C
117666;Richard LeMay;Richard;P;Pitcher;P
122643;Tuck Stainback;Tuck;CF;Outfielder;OF
120926;Lenny Randle;Lenny;3B;Third Base;3B
121721;Ted Savage;Ted;RF;Outfielder;LF
121763;Joe Schaffernoth;Joe;P;Pitcher;P
117072;Ralph Kiner;Ralph;LF;Outfielder;LF
116795;Billy Jurges;Billy;3B;Third Base;SS
123155;Sammy Taylor;Sammy;C;Catcher;C
342192;Oswaldo Mairena;Oswaldo;P;Pitcher;P
117961;Terrell Lowery;Terrell;NULL;NULL;CF
110174;Milo Allison;Milo;CF;Outfielder;RF
456496;Marcos Mateo;Marcos;P;Pitcher;P
123313;Andre Thornton;Andre;1B;First Base;DH
113212;Ivan De Jesus;Ivan;SS;Shortstop;SS
114370;Ken Frailing;Ken;P;Pitcher;P
456655;Ian Stewart;Ian;3B;Third Base;3B
133982;Bob Howry;Bob;P;Pitcher;P
120270;Dode Paskert;Dode;CF;Outfielder;CF
122560;Al Spangler;Al;RF;Outfielder;LF
452657;Jon Lester;Jon;P;Pitcher;P
116650;Jay Johnstone;Jay;RF;Outfielder;RF
117868;Bob Logan;Bob;P;Pitcher;P
115572;Gabby Hartnett;Gabby;C;Catcher;C
114497;Fred Fussell;Fred;P;Pitcher;P
123926;Preston Ward;Preston;1B;First Base;1B
123079;Bob Talbot;Bob;CF;Outfielder;OF
543343;Danny Hultzen;Danny;P;Pitcher;P
119306;Johnny Moore;Johnny;LF;Outfielder;RF
124412;Hack Wilson;Hack;CF;Outfielder;OF
119405;Ed Morris;Ed;P;Pitcher;P
121056;Ken Reitz;Ken;3B;Third Base;3B
592609;Mike Olt;Mike;3B;Third Base;3B
116982;Junior Kennedy;Junior;2B;Second Base;2B
122525;Marcelino Solis;Marcelino;P;Pitcher;P
113385;Frank DiPino;Frank;P;Pitcher;P
114400;Buck Freeman;Buck;P;Pitcher;P
118127;Bill Madlock;Bill;3B;Third Base;3B
116618;Footer Johnson;Footer;NULL;NULL;PH
118790;Polly McLarry;Polly;2B;Second Base;2B
115303;Rip Hagerman;Rip;P;Pitcher;P
117462;Bill Landrum;Bill;P;Pitcher;P
501925;Joe Smith;Joe;P;Pitcher;P
122226;Walter Signer;Walter;P;Pitcher;P
282879;Michael Restovich;Michael;NULL;NULL;RF
118785;Jim McKnight;Jim;2B;Second Base;3B
120496;Jack Pfiester;Jack;P;Pitcher;P
121882;Johnny Schulte;Johnny;C;Catcher;C
445933;Bryan LaHair;Bryan;1B;First Base;1B
122774;Tuffy Stewart;Tuffy;OF;Outfield;OF
121379;Billy Rogell;Billy;SS;Shortstop;SS
112720;Hooks Cotter;Hooks;1B;First Base;1B
117020;Mel Kerr;Mel;PR;Pinch Runner;PR
115686;Richie Hebner;Richie;NULL;NULL;3B
429712;Feli Pie;Feli;CF;Outfielder;LF
117758;Jon Lieber;Jon;P;Pitcher;P
110199;George Altman;George;RF;Outfielder;RF
400089;Rafael Soriano;Rafael;P;Pitcher;P
116530;Robin Jennings;Robin;NULL;NULL;RF
124290;Billy Williams;Billy;1B;First Base;OF
121697;Ron Santo;Ron;3B;Third Base;3B
676714;Brandon Hughes;Brandon;P;Pitcher;P
543228;Yan Gomes;Yan;C;Catcher;C
150168;Cole Liniak;Cole;NULL;NULL;3B
116918;Mick Kelleher;Mick;3B;Third Base;SS
121178;Marv Rickert;Marv;LF;Outfielder;LF
118948;John Menefee;John;P;Pitcher;P
600869;Jeimer Candelario;Jeimer;3B;Third Base;3B
112860;Ken Crosby;Ken;P;Pitcher;P
605218;Carl Edwards Jr.;Carl;P;Pitcher;P
676724;Jared Young;Jared;DH;Designated Hitter;1B
121102;Carl Reynolds;Carl;LF;Outfielder;RF
119687;Art Nehf;Art;P;Pitcher;P
572204;Trayce Thompson;Trayce;RF;Outfielder;RF
119012;Dutch Meyer;Dutch;2B;Second Base;2B
124741;Oscar Zamora;Oscar;P;Pitcher;P
425650;Jason Dubois;Jason;NULL;NULL;LF
120159;Gene Packard;Gene;P;Pitcher;P
664123;Scott Effross;Scott;P;Pitcher;P
114075;Frank Ferdez;Frank;NULL;NULL;C
349192;Joey Nation;Joey;P;Pitcher;P
124439;Ed Winceniak;Ed;SS;Shortstop;3B
133260;Jesus Sanchez;Jesus;P;Pitcher;P
608652;Luke Farrell;Luke;P;Pitcher;P
543508;Cory Mazzoni;Cory;P;Pitcher;P
119272;Al Montreuil;Al;2B;Second Base;2B
541650;Hernan Perez;HernĂˇn;NULL;NULL;SS
656494;Taylor Gushue;Taylor;C;Catcher;C
115748;Ken Henderson;Ken;NULL;NULL;CF
119038;Matt Mieske;Matt;LF;Outfielder;RF
123593;Mike Vail;Mike;NULL;NULL;RF
120308;Mike Paul;Mike;P;Pitcher;P
123530;Babe Twombly;Babe;CF;Outfielder;OF
116247;Mike Hubbard;Mike;C;Catcher;C
111969;Mike Capel;Mike;P;Pitcher;P
119347;Mickey Morandini;Mickey;2B;Second Base;2B
110650;Vince Barton;Vince;RF;Outfielder;RF
119847;Ron Northey;Ron;NULL;NULL;RF
407845;Ferdo Rodney;Ferdo;P;Pitcher;P
452221;Eric Patterson;Eric;NULL;NULL;LF
112981;Mike Cvengros;Mike;P;Pitcher;P
123854;Jack Wallace;Jack;C;Catcher;C
119511;Jerry Mumphrey;Jerry;NULL;NULL;CF
123724;Hector Villanueva;Hector;C;Catcher;C
111132;John Boccabella;John;NULL;NULL;C
110213;Joey Amalfitano;Joey;NULL;NULL;2B
459999;Jeff Stevens;Jeff;P;Pitcher;P
114403;Hersh Freeman;Hersh;P;Pitcher;P
123868;Tye Waller;Tye;NULL;NULL;3B
119352;Seth Morehead;Seth;P;Pitcher;P
110213;Joey Amalfitano;Joey;2B;Second Base;2B
120811;Ed Putman;Ed;C;Catcher;C
110709;Frank Baumholtz;Frank;CF;Outfielder;RF
116455;Ray Jacobs;Ray;PH;Pinch Hitter;PH
111233;Rich Bordi;Rich;P;Pitcher;P
435625;Nate Schierholtz;Nate;RF;Outfielder;RF
119975;Troy O'Leary;Troy;NULL;NULL;LF
117340;Mike Krukow;Mike;P;Pitcher;P
123535;Lefty Tyler;Lefty;P;Pitcher;P
111072;Henry Blanco;Henry;C;Catcher;C
117210;Darold Knowles;Darold;P;Pitcher;P
110774;Glenn Beckert;Glenn;2B;Second Base;2B
123308;Bobby Thomson;Bobby;LF;Outfielder;CF
117141;Chuck Klein;Chuck;LF;Outfielder;RF
118359;Sandy Martinez;Sandy;C;Catcher;C
112480;Joe Coleman;Joe;P;Pitcher;P
110117;Dale Alderson;Dale;P;Pitcher;P
118987;Steve Mesner;Steve;SS;Shortstop;3B
150396;Milton Bradley;Milton;RF;Outfielder;CF
119001;Roger Metzger;Roger;SS;Shortstop;SS
121138;Hal Rice;Hal;NULL;NULL;LF
116918;Mick Kelleher;Mick;2B;Second Base;SS
112955;Clarence Currie;Clarence;P;Pitcher;P
118099;Steve Macko;Steve;SS;Shortstop;2B
116312;Bert Humphries;Bert;P;Pitcher;P
572955;Pierce Johnson;Pierce;P;Pitcher;P
118132;Dave Magadan;Dave;3B;Third Base;3B
119667;Jaime Navarro;Jaime;P;Pitcher;P
118158;Ron Mahay;Ron;P;Pitcher;P
115808;Babe Herman;Babe;RF;Outfielder;RF
110979;Mike Bielecki;Mike;P;Pitcher;P
121459;Dave Rosello;Dave;SS;Shortstop;2B
123815;Chico Walker;Chico;RF;Outfielder;OF
474029;Zach Putnam;Zach;P;Pitcher;P
150168;Cole Liniak;Cole;3B;Third Base;3B
119355;Keith Moreland;Keith;RF;Outfielder;RF
120175;Vance Page;Vance;P;Pitcher;P
121864;Hank Schreiber;Hank;3B;Third Base;3B
121089;Rick Reuschel;Rick;P;Pitcher;P
113802;Allen Elliott;Allen;1B;First Base;1B
502273;Mike Freeman;Mike;SS;Shortstop;SS
110174;Milo Allison;Milo;RF;Outfielder;RF
115037;Ale Grammas;Ale;SS;Shortstop;SS
118913;Russ Meers;Russ;P;Pitcher;P
111106;Cy Block;Cy;2B;Second Base;3B
112146;Phil Cavarretta;Phil;RF;Outfielder;1B
122755;Joe Stephenson;Joe;C;Catcher;C
114773;Charlie Gilbert;Charlie;LF;Outfielder;CF
112467;King Cole;King;P;Pitcher;P
112568;Fritzie Connally;Fritzie;NULL;NULL;3B
117517;Tony La Russa;Tony;NULL;NULL;2B
113645;Shawon Dunston;Shawon;NULL;NULL;SS
122307;Jimmy Slagle;Jimmy;LF;Outfielder;OF
334393;Juan Pierre;Juan;CF;Outfielder;CF
400131;Courtney Duncan;Courtney;P;Pitcher;P
119095;Laurence Miller;Laurence;LF;Outfielder;LF
115436;Dave Hansen;Dave;3B;Third Base;3B
121270;Kevin Roberson;Kevin;NULL;NULL;RF
664023;Ian Happ;Ian;LF;Outfielder;LF
219494;Steve Rain;Steve;P;Pitcher;P
114798;Johnny Gill;Johnny;LF;Outfielder;LF
112425;Andy Coakley;Andy;P;Pitcher;P
115188;Greg Gross;Greg;NULL;NULL;LF
120740;Willie Prall;Willie;P;Pitcher;P
113817;Jim Ellis;Jim;P;Pitcher;P
117230;Mark Koenig;Mark;SS;Shortstop;SS
115831;Ramon Herdez;Ramon;P;Pitcher;P
121478;Gary Ross;Gary;P;Pitcher;P
453562;Jake Arrieta;Jake;P;Pitcher;P
119333;Jerry Morales;Jerry;RF;Outfielder;RF
111682;Scott Bullett;Scott;LF;Outfielder;LF
111250;Shawn Boskie;Shawn;P;Pitcher;P
111895;Johnny Callison;Johnny;RF;Outfielder;RF
275935;Ruben Quevedo;Ruben;P;Pitcher;P
114985;Johnny Goryl;Johnny;2B;Second Base;2B
672744;Aleander Canario;Aleander;DH;Designated Hitter;LF
571670;Dylan Floro;Dylan;P;Pitcher;P
116522;Fergie Jenkins;Fergie;P;Pitcher;P
122565;Bob Speake;Bob;LF;Outfielder;OF
121283;Robin Roberts;Robin;P;Pitcher;P
115465;Jack Hardy;Jack;C;Catcher;C
448605;Justin Ruggiano;Justin;RF;Outfielder;CF
123540;Jim Tyrone;Jim;NULL;NULL;OF
116814;Don Kaiser;Don;P;Pitcher;P
124230;Bob Wicker;Bob;P;Pitcher;P
488768;Andrew Cashner;Andrew;P;Pitcher;P
122721;Randy Stein;Randy;P;Pitcher;P
621512;Tomas Nido;TomĂˇs;C;Catcher;C
124587;Chuck Wortman;Chuck;SS;Shortstop;SS
543557;Mike Montgomery;Mike;P;Pitcher;P
121036;Hal Reilly;Hal;LF;Outfielder;LF
489166;Thomas Neal;Thomas;LF;Outfielder;LF
121209;George Riley;George;P;Pitcher;P
519333;Matt Szczur;Matt;LF;Outfielder;LF
110763;Rod Beck;Rod;P;Pitcher;P
122205;Terry Shumpert;Terry;NULL;NULL;2B
110617;Bob Barrett;Bob;2B;Second Base;3B
124439;Ed Winceniak;Ed;NULL;NULL;3B
119043;Eddie Miksis;Eddie;CF;Outfielder;2B
110057;Karl Adams;Karl;P;Pitcher;P
115153;Tommy Griffith;Tommy;RF;Outfielder;RF
136603;Jason Mawell;Jason;NULL;NULL;2B
112749;Billy Cowan;Billy;CF;Outfielder;CF
444875;Matt Murton;Matt;LF;Outfielder;LF
122544;Sammy Sosa;Sammy;CF;Outfielder;RF
121178;Marv Rickert;Marv;CF;Outfielder;LF
119648;Buddy Napier;Buddy;P;Pitcher;P
114070;Feli Fermin;Feli;2B;Second Base;SS
120426;Jon Perlman;Jon;P;Pitcher;P
115413;Bill Hands;Bill;P;Pitcher;P
114936;Mike Gonzalez;Mike;C;Catcher;C
453646;Carlos Villanueva;Carlos;P;Pitcher;P
123419;Paul Toth;Paul;P;Pitcher;P
294558;avier Nady;avier;1B;First Base;RF
118008;Tom Lundstedt;Tom;C;Catcher;C
543894;Logan Watkins;Logan;2B;Second Base;2B
113446;Ed Donnelly;Ed;P;Pitcher;P
150063;Wade Miller;Wade;P;Pitcher;P
110426;Ed Baecht;Ed;P;Pitcher;P
121224;Allen Ripley;Allen;P;Pitcher;P
488689;Mike Bater;Mike;NULL;NULL;RF
123047;Les Sweetland;Les;P;Pitcher;P
111466;John Briggs;John;P;Pitcher;P
123030;Dave Swartzbaugh;Dave;P;Pitcher;P
116458;Merwin Jacobson;Merwin;RF;Outfielder;CF
120445;Pat Perry;Pat;P;Pitcher;P
434636;Angel Pagan;Ăngel;LF;Outfielder;CF
115753;Bob Hendley;Bob;P;Pitcher;P
117401;Doyle Lade;Doyle;P;Pitcher;P
120778;Mike Proly;Mike;P;Pitcher;P
123350;Ozzie Timmons;Ozzie;NULL;NULL;LF
114499;Mike Fyhrie;Mike;P;Pitcher;P
543022;Tyler Chatwood;Tyler;P;Pitcher;P
621249;Duane Underwood Jr.;Duane;P;Pitcher;P
114393;George Frazier;George;P;Pitcher;P
115218;Marv Gudat;Marv;1B;First Base;1B
113171;Wayland Dean;Wayland;P;Pitcher;P
120908;Domingo Ramos;Domingo;SS;Shortstop;SS
467094;Feli Doubront;Feli;P;Pitcher;P
122764;Dave Stevens;Dave;P;Pitcher;P
121287;Daryl Robertson;Daryl;SS;Shortstop;SS
122080;Bob Shaw;Bob;P;Pitcher;P
123593;Mike Vail;Mike;RF;Outfielder;RF
118092;Bill Mack;Bill;P;Pitcher;P
445055;Jon Jay;Jon;LF;Outfielder;CF
456078;Welington Castillo;Welington;C;Catcher;C
112702;Red Corriden;Red;3B;Third Base;SS
119030;Ed Mickelson;Ed;NULL;NULL;1B
455730;Jason Waddell;Jason;P;Pitcher;P
122471;Willie Smith;Willie;NULL;NULL;LF
119472;Phil Mudrock;Phil;P;Pitcher;P
115822;Willie Herdez;Willie;P;Pitcher;P
114502;Gabe Gabler;Gabe;NULL;NULL;PH
113824;Dick Ellsworth;Dick;P;Pitcher;P
119430;Walt Moryn;Walt;RF;Outfielder;RF
450314;Ben Zobrist;Ben;RF;Outfielder;2B
117024;Don Kessinger;Don;SS;Shortstop;SS
122364;Charley Smith;Charley;NULL;NULL;3B
444135;Ryan Theriot;Ryan;SS;Shortstop;SS
116434;Larry Jackson;Larry;P;Pitcher;P
119444;Mal Moss;Mal;P;Pitcher;P
110639;Dick Bartell;Dick;SS;Shortstop;SS
110306;Jose Arcia;Jose;NULL;NULL;SS
118006;Carl Lundgren;Carl;P;Pitcher;P
123743;Jose Vizcaino;Jose;3B;Third Base;SS
118478;Scott May;Scott;P;Pitcher;P
120671;Paul Popovich;Paul;NULL;NULL;2B
115697;Jim Hegan;Jim;C;Catcher;C
114367;Jimmie Fo;Jimmie;3B;Third Base;1B
115741;Rollie Hemsley;Rollie;C;Catcher;C
111584;Ray Brown;Ray;P;Pitcher;P
116333;Herb Hunter;Herb;3B;Third Base;3B
